,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,II_00,II_01,II_10,II_11,IX_00,IX_01,IX_10,IX_11,IY_00,IY_01,IY_10,IY_11,IZ_00,IZ_01,IZ_10,IZ_11,XI_00,XI_01,XI_10,XI_11,XX_00,XX_01,XX_10,XX_11,XY_00,XY_01,XY_10,XY_11,XZ_00,XZ_01,XZ_10,XZ_11,YI_00,YI_01,YI_10,YI_11,YX_00,YX_01,YX_10,YX_11,YY_00,YY_01,YY_10,YY_11,YZ_00,YZ_01,YZ_10,YZ_11,ZI_00,ZI_01,ZI_10,ZI_11,ZX_00,ZX_01,ZX_10,ZX_11,ZY_00,ZY_01,ZY_10,ZY_11,ZZ_00,ZZ_01,ZZ_10,ZZ_11
19,(0.11998031582156347+0j),(0.028790105412409336-0.11969871673121099j),(0.06874553654865379+0.0676498409965754j),(0.22595168230534793+0.17341215113516106j),(0.028790105412409336+0.11969871673121099j),(0.12632616319578233+0j),(-0.050995097559099194+0.08481723430725961j),(-0.11878647849194901+0.26703280706337507j),(0.06874553654865379-0.0676498409965754j),(-0.050995097559099194-0.08481723430725961j),(0.07753313298540546+0j),(0.22724122618470174-0.02804029964403522j),(0.22595168230534793-0.17341215113516106j),(-0.11878647849194901-0.26703280706337507j),(0.22724122618470174+0.02804029964403522j),(0.676160387997249+0j),(140+0j),(141+0j),(118+0j),(601+0j),(177+0j),(284+0j),(73+0j),(466+0j),(64+0j),(160+0j),(210+0j),(566+0j),(157+0j),(138+0j),(136+0j),(569+0j),(194+0j),(110+0j),(550+0j),(146+0j),(427+0j),(35+0j),(305+0j),(233+0j),(124+0j),(99+0j),(619+0j),(158+0j),(203+0j),(107+0j),(547+0j),(143+0j),(244+0j),(28+0j),(404+0j),(324+0j),(297+0j),(190+0j),(358+0j),(155+0j),(76+0j),(139+0j),(605+0j),(180+0j),(221+0j),(25+0j),(440+0j),(314+0j),(135+0j),(150+0j),(135+0j),(580+0j),(187+0j),(293+0j),(74+0j),(446+0j),(60+0j),(149+0j),(214+0j),(577+0j),(139+0j),(169+0j),(114+0j),(578+0j)
20,(0.31289427857855445+0j),(0.33510528765222175+0.2795282251202635j),(-0.03835852853525368+0.07194648437546103j),(-0.018923016117841397+0.13249193445498117j),(0.33510528765222175-0.2795282251202635j),(0.6086131817956961+0j),(0.023192905205428178+0.11132175027337408j),(0.098097135751328+0.15880208849521518j),(-0.03835852853525368-0.07194648437546103j),(0.023192905205428178-0.11132175027337408j),(0.021245749061242034+0j),(0.032784837078105276-0.01189140044978278j),(-0.018923016117841397-0.13249193445498117j),(0.098097135751328-0.15880208849521518j),(0.032784837078105276+0.01189140044978278j),(0.05724679056450731+0j),(373+0j),(549+0j),(29+0j),(49+0j),(174+0j),(398+0j),(198+0j),(230+0j),(106+0j),(174+0j),(261+0j),(459+0j),(349+0j),(562+0j),(23+0j),(66+0j),(792+0j),(129+0j),(68+0j),(11+0j),(442+0j),(105+0j),(398+0j),(55+0j),(248+0j),(85+0j),(600+0j),(67+0j),(764+0j),(140+0j),(81+0j),(15+0j),(229+0j),(683+0j),(52+0j),(36+0j),(176+0j),(405+0j),(125+0j),(294+0j),(67+0j),(266+0j),(236+0j),(431+0j),(191+0j),(725+0j),(57+0j),(27+0j),(341+0j),(560+0j),(26+0j),(73+0j),(177+0j),(400+0j),(209+0j),(214+0j),(134+0j),(190+0j),(249+0j),(427+0j),(366+0j),(549+0j),(29+0j),(56+0j)
21,(0.271241819444617+0j),(0.2898125202753864-0.16989620927996665j),(-0.16173407298423675+0.10964543532939225j),(-0.16463830095686058+0.13974216972092976j),(0.2898125202753864+0.16989620927996665j),(0.4160716038078221+0j),(-0.2414852667903395+0.015847902977768794j),(-0.26343985596549624+0.046186119774448905j),(-0.16173407298423675-0.10964543532939225j),(-0.2414852667903395-0.015847902977768794j),(0.14076012294423532+0j),(0.15465798784928225-0.016771868385298365j),(-0.16463830095686058-0.13974216972092976j),(-0.26343985596549624-0.046186119774448905j),(0.15465798784928225+0.016771868385298365j),(0.17192645380332566+0j),(278+0j),(416+0j),(138+0j),(168+0j),(65+0j),(56+0j),(406+0j),(473+0j),(147+0j),(224+0j),(324+0j),(305+0j),(265+0j),(409+0j),(155+0j),(171+0j),(639+0j),(66+0j),(281+0j),(14+0j),(102+0j),(35+0j),(796+0j),(67+0j),(324+0j),(44+0j),(587+0j),(45+0j),(639+0j),(80+0j),(266+0j),(15+0j),(506+0j),(171+0j),(179+0j),(144+0j),(91+0j),(45+0j),(589+0j),(275+0j),(273+0j),(108+0j),(437+0j),(182+0j),(520+0j),(165+0j),(193+0j),(122+0j),(318+0j),(395+0j),(136+0j),(151+0j),(61+0j),(53+0j),(414+0j),(472+0j),(127+0j),(255+0j),(315+0j),(303+0j),(301+0j),(365+0j),(144+0j),(190+0j)
22,(0.32777105852150396+0j),(0.1195430144677502+0.2865876083627007j),(-0.24501004474981347-0.09367360192858831j),(0.20860824682025475-0.10766678120063727j),(0.1195430144677502-0.2865876083627007j),(0.2941778630792793+0j),(-0.17126262800906214+0.18006110199390826j),(-0.018056220959138808-0.22166493421184705j),(-0.24501004474981347+0.09367360192858831j),(-0.17126262800906214-0.18006110199390826j),(0.20991684267958993+0j),(-0.12516535434991216+0.14009940035228907j),(0.20860824682025475+0.10766678120063727j),(-0.018056220959138808+0.22166493421184705j),(-0.12516535434991216-0.14009940035228907j),(0.16813423571962707+0j),(324+0j),(299+0j),(221+0j),(156+0j),(66+0j),(203+0j),(485+0j),(246+0j),(396+0j),(413+0j),(167+0j),(24+0j),(345+0j),(289+0j),(205+0j),(161+0j),(411+0j),(216+0j),(92+0j),(281+0j),(152+0j),(92+0j),(375+0j),(381+0j),(395+0j),(418+0j),(120+0j),(67+0j),(431+0j),(202+0j),(79+0j),(288+0j),(85+0j),(555+0j),(60+0j),(300+0j),(84+0j),(232+0j),(86+0j),(598+0j),(62+0j),(747+0j),(76+0j),(115+0j),(89+0j),(534+0j),(76+0j),(301+0j),(344+0j),(294+0j),(214+0j),(148+0j),(68+0j),(205+0j),(500+0j),(227+0j),(380+0j),(436+0j),(163+0j),(21+0j),(346+0j),(282+0j),(217+0j),(155+0j)
23,(0.010450023815508018+0j),(-0.06452732231177521-0.026769680235007174j),(-0.00973322588823032-0.06398242182643883j),(-0.03566386742952649-0.0001796779133832211j),(-0.06452732231177521+0.026769680235007174j),(0.4670220078704196+0j),(0.22400408059399868+0.3701483440697325j),(0.22067928547432997-0.09025014766026887j),(-0.00973322588823032+0.06398242182643883j),(0.22400408059399868-0.3701483440697325j),(0.4008111429135584+0j),(0.03431769267877281-0.21819201605419755j),(-0.03566386742952649+0.0001796779133832211j),(0.22067928547432997+0.09025014766026887j),(0.03431769267877281+0.21819201605419755j),(0.12171682540051361+0j),(77+0j),(408+0j),(380+0j),(135+0j),(245+0j),(482+0j),(190+0j),(83+0j),(279+0j),(364+0j),(156+0j),(201+0j),(69+0j),(394+0j),(405+0j),(132+0j),(205+0j),(281+0j),(298+0j),(216+0j),(423+0j),(302+0j),(46+0j),(229+0j),(173+0j),(499+0j),(297+0j),(31+0j),(217+0j),(298+0j),(295+0j),(190+0j),(302+0j),(203+0j),(446+0j),(49+0j),(615+0j),(88+0j),(108+0j),(189+0j),(591+0j),(95+0j),(142+0j),(172+0j),(308+0j),(194+0j),(453+0j),(45+0j),(89+0j),(410+0j),(393+0j),(108+0j),(229+0j),(469+0j),(237+0j),(65+0j),(290+0j),(369+0j),(158+0j),(183+0j),(70+0j),(444+0j),(366+0j),(120+0j)
24,(0.022112373438079147+0j),(0.12947623896433816-0.03686790848257315j),(0.012787464156971975-0.01178776367427147j),(0.02902686392562589-0.04852883478326234j),(0.12947623896433816+0.03686790848257315j),(0.8196017122711965+0j),(0.09452910892386006-0.047701267846049805j),(0.25087518647011364-0.23575810443464268j),(0.012787464156971975+0.01178776367427147j),(0.09452910892386006+0.047701267846049805j),(0.013678794492744966+0j),(0.04265604596867018-0.012590187298964692j),(0.02902686392562589+0.04852883478326234j),(0.25087518647011364+0.23575810443464268j),(0.04265604596867018+0.012590187298964692j),(0.14460711979797966+0j),(87+0j),(737+0j),(30+0j),(146+0j),(83+0j),(661+0j),(27+0j),(229+0j),(96+0j),(631+0j),(36+0j),(237+0j),(94+0j),(748+0j),(24+0j),(134+0j),(547+0j),(296+0j),(120+0j),(37+0j),(535+0j),(222+0j),(152+0j),(91+0j),(471+0j),(255+0j),(186+0j),(88+0j),(545+0j),(294+0j),(116+0j),(45+0j),(488+0j),(365+0j),(90+0j),(57+0j),(437+0j),(329+0j),(145+0j),(89+0j),(430+0j),(305+0j),(134+0j),(131+0j),(475+0j),(352+0j),(97+0j),(76+0j),(93+0j),(745+0j),(32+0j),(130+0j),(63+0j),(650+0j),(32+0j),(255+0j),(93+0j),(671+0j),(31+0j),(205+0j),(101+0j),(732+0j),(31+0j),(136+0j)
25,(0.14515517611991502+0j),(0.29892670762652906-0.05527743845007818j),(0.1184611607337773-0.07039415911764589j),(0.10993702823674643-0.024450865294943704j),(0.29892670762652906+0.05527743845007818j),(0.6366481320493518+0j),(0.2707613645493939-0.09985496271945268j),(0.2357111610693267-0.008487326338802184j),(0.1184611607337773+0.07039415911764589j),(0.2707613645493939+0.09985496271945268j),(0.13081437912064303+0j),(0.10157726695534983+0.0333604829278287j),(0.10993702823674643+0.024450865294943704j),(0.2357111610693267+0.008487326338802184j),(0.10157726695534983-0.0333604829278287j),(0.08738231271009043+0j),(193+0j),(588+0j),(132+0j),(87+0j),(290+0j),(537+0j),(44+0j),(129+0j),(250+0j),(364+0j),(86+0j),(300+0j),(207+0j),(564+0j),(136+0j),(93+0j),(665+0j),(126+0j),(182+0j),(27+0j),(793+0j),(69+0j),(85+0j),(53+0j),(572+0j),(40+0j),(317+0j),(71+0j),(668+0j),(89+0j),(220+0j),(23+0j),(438+0j),(359+0j),(88+0j),(115+0j),(440+0j),(410+0j),(113+0j),(37+0j),(362+0j),(205+0j),(156+0j),(277+0j),(463+0j),(322+0j),(88+0j),(127+0j),(183+0j),(586+0j),(136+0j),(95+0j),(280+0j),(554+0j),(35+0j),(131+0j),(219+0j),(372+0j),(96+0j),(313+0j),(194+0j),(586+0j),(139+0j),(81+0j)
26,(0.03263297851329086+0j),(-0.039102816388871676+0.1098329680593263j),(0.01657808572429334+0.09504108119472301j),(-0.053946479554532994+0.07588078417562355j),(-0.039102816388871676-0.1098329680593263j),(0.41652070210896885+0j),(0.3000153415061506-0.1696809350376331j),(0.3200342569180833+0.09064295475077123j),(0.01657808572429334-0.09504108119472301j),(0.3000153415061506+0.1696809350376331j),(0.28522189714166324+0j),(0.19359135130134722+0.19566371748142403j),(-0.053946479554532994-0.07588078417562355j),(0.3200342569180833-0.09064295475077123j),(0.19359135130134722-0.19566371748142403j),(0.2656244222360773+0j),(75+0j),(377+0j),(283+0j),(265+0j),(236+0j),(602+0j),(126+0j),(36+0j),(102+0j),(255+0j),(269+0j),(374+0j),(86+0j),(364+0j),(288+0j),(262+0j),(224+0j),(245+0j),(443+0j),(88+0j),(585+0j),(225+0j),(65+0j),(125+0j),(284+0j),(63+0j),(361+0j),(292+0j),(226+0j),(244+0j),(432+0j),(98+0j),(157+0j),(320+0j),(117+0j),(406+0j),(205+0j),(615+0j),(60+0j),(120+0j),(212+0j),(141+0j),(76+0j),(571+0j),(137+0j),(341+0j),(106+0j),(416+0j),(82+0j),(394+0j),(273+0j),(251+0j),(220+0j),(620+0j),(126+0j),(34+0j),(100+0j),(255+0j),(256+0j),(389+0j),(83+0j),(391+0j),(284+0j),(242+0j)
27,(0.34185462577435144+0j),(-0.18664529952171152+0.1826039386848935j),(0.18585109367683061-0.2576747802304055j),(0.14440227978578069+0.1871374750263854j),(-0.18664529952171152-0.1826039386848935j),(0.19944345085969342+0j),(-0.2391094244532493+0.04141130104337172j),(0.021120185917550167-0.17930649609655508j),(0.18585109367683061+0.2576747802304055j),(-0.2391094244532493-0.04141130104337172j),(0.29526270460440535+0j),(-0.0625508169569024+0.21058229048994195j),(0.14440227978578069-0.1871374750263854j),(0.021120185917550167+0.17930649609655508j),(-0.0625508169569024-0.21058229048994195j),(0.1634392187615496+0j),(358+0j),(210+0j),(288+0j),(144+0j),(502+0j),(211+0j),(137+0j),(150+0j),(589+0j),(331+0j),(66+0j),(14+0j),(345+0j),(201+0j),(288+0j),(166+0j),(123+0j),(436+0j),(177+0j),(264+0j),(226+0j),(470+0j),(86+0j),(218+0j),(271+0j),(634+0j),(35+0j),(60+0j),(116+0j),(442+0j),(173+0j),(269+0j),(139+0j),(419+0j),(56+0j),(386+0j),(129+0j),(556+0j),(42+0j),(273+0j),(159+0j),(758+0j),(38+0j),(45+0j),(140+0j),(430+0j),(45+0j),(385+0j),(343+0j),(186+0j),(302+0j),(169+0j),(513+0j),(205+0j),(142+0j),(140+0j),(568+0j),(341+0j),(74+0j),(17+0j),(352+0j),(208+0j),(284+0j),(156+0j)
28,(0.6703380782544361+0j),(0.2424617728845439+0.2069653001467397j),(-0.012853366211333052+0.291214692232185j),(0.13520352211435185+0.12693066585527837j),(0.2424617728845439-0.2069653001467397j),(0.15159864860992428+0j),(0.08526277721634448+0.10930101353522806j),(0.08809275639303549+0.004167146149100277j),(-0.012853366211333052-0.291214692232185j),(0.08526277721634448-0.10930101353522806j),(0.12675873376627256+0j),(0.05254998269052942-0.0611702359497482j),(0.13520352211435185-0.12693066585527837j),(0.08809275639303549-0.004167146149100277j),(0.05254998269052942+0.0611702359497482j),(0.05130453936936674+0j),(661+0j),(156+0j),(131+0j),(52+0j),(381+0j),(205+0j),(382+0j),(32+0j),(156+0j),(110+0j),(631+0j),(103+0j),(650+0j),(165+0j),(133+0j),(52+0j),(625+0j),(193+0j),(133+0j),(49+0j),(508+0j),(60+0j),(280+0j),(152+0j),(167+0j),(80+0j),(646+0j),(107+0j),(642+0j),(185+0j),(139+0j),(34+0j),(264+0j),(549+0j),(156+0j),(31+0j),(246+0j),(345+0j),(161+0j),(248+0j),(40+0j),(200+0j),(387+0j),(373+0j),(246+0j),(568+0j),(152+0j),(34+0j),(662+0j),(171+0j),(120+0j),(47+0j),(418+0j),(168+0j),(386+0j),(28+0j),(142+0j),(91+0j),(658+0j),(109+0j),(650+0j),(158+0j),(143+0j),(49+0j)
29,(0.08996664166120717+0j),(0.05473252144114353-0.21885221741401262j),(0.10775407582811075+0.01784952849925455j),(-0.10052537718679766-0.09458226628344091j),(0.05473252144114353+0.21885221741401262j),(0.565675688573353+0j),(0.02213312998027371+0.2729808257616572j),(0.1689240707588982-0.30207782706131053j),(0.10775407582811075-0.01784952849925455j),(0.02213312998027371-0.2729808257616572j),(0.1325996647750814+0j),(-0.13916567010175085-0.09333786337972463j),(-0.10052537718679766+0.09458226628344091j),(0.1689240707588982+0.30207782706131053j),(-0.13916567010175085+0.09333786337972463j),(0.21175800499035802+0j),(137+0j),(527+0j),(155+0j),(181+0j),(202+0j),(555+0j),(36+0j),(207+0j),(157+0j),(615+0j),(129+0j),(99+0j),(146+0j),(486+0j),(135+0j),(233+0j),(389+0j),(267+0j),(70+0j),(274+0j),(355+0j),(437+0j),(105+0j),(103+0j),(313+0j),(454+0j),(157+0j),(76+0j),(384+0j),(269+0j),(56+0j),(291+0j),(528+0j),(127+0j),(260+0j),(85+0j),(735+0j),(52+0j),(96+0j),(117+0j),(600+0j),(176+0j),(193+0j),(31+0j),(550+0j),(143+0j),(243+0j),(64+0j),(122+0j),(545+0j),(142+0j),(191+0j),(254+0j),(523+0j),(22+0j),(201+0j),(153+0j),(619+0j),(132+0j),(96+0j),(138+0j),(517+0j),(145+0j),(200+0j)
30,(0.2056010858190766+0j),(-0.2290165745845908-0.03244738733774942j),(0.1174874392718991-0.16783294717480224j),(-0.12486765953561457-0.22861479831287743j),(-0.2290165745845908+0.03244738733774942j),(0.2602195614209215+0j),(-0.10438091884706077+0.20548863808512713j),(0.1751679298373586+0.2349450077153727j),(0.1174874392718991+0.16783294717480224j),(-0.10438091884706077-0.20548863808512713j),(0.20413898290878507+0j),(0.11526550897091448-0.2325682004529911j),(-0.12486765953561457+0.22861479831287743j),(0.1751679298373586-0.2349450077153727j),(0.11526550897091448+0.2325682004529911j),(0.3300403698512166+0j),(241+0j),(257+0j),(219+0j),(283+0j),(347+0j),(445+0j),(112+0j),(96+0j),(357+0j),(88+0j),(73+0j),(482+0j),(233+0j),(251+0j),(224+0j),(292+0j),(69+0j),(439+0j),(362+0j),(130+0j),(268+0j),(506+0j),(170+0j),(56+0j),(193+0j),(277+0j),(210+0j),(320+0j),(67+0j),(445+0j),(361+0j),(127+0j),(322+0j),(188+0j),(429+0j),(61+0j),(728+0j),(70+0j),(41+0j),(161+0j),(369+0j),(82+0j),(410+0j),(139+0j),(279+0j),(196+0j),(472+0j),(53+0j),(227+0j),(264+0j),(198+0j),(311+0j),(338+0j),(452+0j),(101+0j),(109+0j),(363+0j),(91+0j),(83+0j),(463+0j),(219+0j),(285+0j),(204+0j),(292+0j)
31,(0.491976020677944+0j),(-0.11713226733665712+0.031889758885906797j),(0.12148873998148745-0.1518855848419506j),(-0.4210553943792982-0.1417120355567391j),(-0.11713226733665712-0.031889758885906797j),(0.02995455907163904+0j),(-0.03876986976413232+0.02828685894843555j),(0.09106136984300084+0.061032257215795985j),(0.12148873998148745+0.1518855848419506j),(-0.03876986976413232-0.02828685894843555j),(0.07689144030423017+0j),(-0.06022544327473748-0.164984995314014j),(-0.4210553943792982+0.1417120355567391j),(0.09106136984300084-0.061032257215795985j),(-0.06022544327473748+0.164984995314014j),(0.4011779799461864+0j),(473+0j),(65+0j),(105+0j),(357+0j),(414+0j),(286+0j),(174+0j),(126+0j),(426+0j),(169+0j),(165+0j),(240+0j),(485+0j),(63+0j),(107+0j),(345+0j),(187+0j),(365+0j),(191+0j),(257+0j),(94+0j),(623+0j),(263+0j),(20+0j),(258+0j),(339+0j),(82+0j),(321+0j),(179+0j),(353+0j),(184+0j),(284+0j),(268+0j),(293+0j),(357+0j),(82+0j),(469+0j),(216+0j),(149+0j),(166+0j),(535+0j),(73+0j),(102+0j),(290+0j),(259+0j),(276+0j),(387+0j),(78+0j),(485+0j),(53+0j),(113+0j),(349+0j),(406+0j),(298+0j),(180+0j),(116+0j),(432+0j),(156+0j),(159+0j),(253+0j),(506+0j),(62+0j),(101+0j),(331+0j)
32,(0.08287683344788943+0j),(-0.08386041931717567+0.12058337196713857j),(0.12322842291500506-0.178307668183487j),(0.04222975682274261+0.07532013870182777j),(-0.08386041931717567-0.12058337196713857j),(0.2603009625914613+0j),(-0.3841233523313365+0.0011300753196611113j),(0.06685766041441973-0.13765710410225895j),(0.12322842291500506+0.178307668183487j),(-0.3841233523313365-0.0011300753196611113j),(0.5668516374565737+0j),(-0.09925876295697775+0.20284886226444912j),(0.04222975682274261-0.07532013870182777j),(0.06685766041441973+0.13765710410225895j),(-0.09925876295697775-0.20284886226444912j),(0.08997056650407584+0j),(117+0j),(220+0j),(558+0j),(105+0j),(464+0j),(243+0j),(190+0j),(103+0j),(517+0j),(279+0j),(176+0j),(28+0j),(128+0j),(243+0j),(528+0j),(101+0j),(115+0j),(247+0j),(250+0j),(388+0j),(139+0j),(541+0j),(233+0j),(87+0j),(320+0j),(495+0j),(56+0j),(129+0j),(119+0j),(258+0j),(238+0j),(385+0j),(75+0j),(303+0j),(150+0j),(472+0j),(182+0j),(513+0j),(57+0j),(248+0j),(113+0j),(698+0j),(152+0j),(37+0j),(83+0j),(285+0j),(171+0j),(461+0j),(99+0j),(279+0j),(519+0j),(103+0j),(437+0j),(238+0j),(215+0j),(110+0j),(491+0j),(334+0j),(131+0j),(44+0j),(135+0j),(230+0j),(520+0j),(115+0j)
33,(0.12375983487200376+0j),(-0.1914353982326043-0.0682999387014189j),(0.09608612457422663+0.20832982975795356j),(-0.11659689240470031-0.030037446633490485j),(-0.1914353982326043+0.0682999387014189j),(0.3338109926036983+0j),(-0.26360086984909026-0.26922327053383255j),(0.19693245647264376-0.01788407400618472j),(0.09608612457422663-0.20832982975795356j),(-0.26360086984909026+0.26922327053383255j),(0.4252903323368787+0j),(-0.14108809768648423+0.1729513369826124j),(-0.11659689240470031+0.030037446633490485j),(0.19693245647264376+0.01788407400618472j),(-0.14108809768648423-0.1729513369826124j),(0.1171388401874193+0j),(173+0j),(323+0j),(387+0j),(117+0j),(385+0j),(385+0j),(177+0j),(53+0j),(100+0j),(246+0j),(460+0j),(194+0j),(164+0j),(298+0j),(417+0j),(121+0j),(78+0j),(414+0j),(154+0j),(354+0j),(95+0j),(685+0j),(135+0j),(85+0j),(157+0j),(195+0j),(68+0j),(580+0j),(66+0j),(391+0j),(159+0j),(384+0j),(295+0j),(192+0j),(123+0j),(390+0j),(251+0j),(518+0j),(180+0j),(51+0j),(82+0j),(279+0j),(354+0j),(285+0j),(297+0j),(174+0j),(135+0j),(394+0j),(161+0j),(327+0j),(381+0j),(131+0j),(368+0j),(417+0j),(170+0j),(45+0j),(92+0j),(238+0j),(467+0j),(203+0j),(199+0j),(293+0j),(389+0j),(119+0j)
34,(0.49945159639694436+0j),(-0.012125031345156578-0.34488360422224085j),(0.002550333421578864-0.031781535551677315j),(-0.36037110233003905-0.004907220179770078j),(-0.012125031345156578+0.34488360422224085j),(0.23844496184530145+0j),(0.0218840178606933+0.002532618388426465j),(0.012137173527289685-0.24872597330112084j),(0.002550333421578864+0.031781535551677315j),(0.0218840178606933-0.002532618388426465j),(0.002035372816740026+0j),(-0.001527890749264434-0.022956502954128793j),(-0.36037110233003905+0.004907220179770078j),(0.012137173527289685+0.24872597330112084j),(-0.001527890749264434+0.022956502954128793j),(0.2600680689410144+0j),(527+0j),(217+0j),(26+0j),(230+0j),(270+0j),(261+0j),(240+0j),(229+0j),(315+0j),(452+0j),(208+0j),(25+0j),(505+0j),(230+0j),(32+0j),(233+0j),(366+0j),(366+0j),(146+0j),(122+0j),(130+0j),(404+0j),(364+0j),(102+0j),(369+0j),(395+0j),(128+0j),(108+0j),(374+0j),(377+0j),(123+0j),(126+0j),(684+0j),(51+0j),(157+0j),(108+0j),(465+0j),(85+0j),(373+0j),(77+0j),(726+0j),(41+0j),(120+0j),(113+0j),(686+0j),(60+0j),(158+0j),(96+0j),(472+0j),(255+0j),(31+0j),(242+0j),(291+0j),(241+0j),(230+0j),(238+0j),(309+0j),(469+0j),(208+0j),(14+0j),(487+0j),(237+0j),(26+0j),(250+0j)
35,(0.38969151560663307+0j),(0.22810928649245157+0.34209517045298576j),(0.1710796942607944+0.15687131593459963j),(0.04148086268586848+0.11476738438642661j),(0.22810928649245157-0.34209517045298576j),(0.4338379088602233+0j),(0.23785425867103466-0.058358297036094325j),(0.12503104625882042+0.030765625870171134j),(0.1710796942607944-0.15687131593459963j),(0.23785425867103466+0.058358297036094325j),(0.13825518235250697+0j),(0.0644105476147449+0.03368616197833093j),(0.04148086268586848-0.11476738438642661j),(0.12503104625882042-0.030765625870171134j),(0.0644105476147449-0.03368616197833093j),(0.038215393180636624+0j),(414+0j),(394+0j),(145+0j),(47+0j),(436+0j),(348+0j),(98+0j),(118+0j),(153+0j),(208+0j),(406+0j),(233+0j),(430+0j),(387+0j),(137+0j),(46+0j),(620+0j),(201+0j),(156+0j),(23+0j),(648+0j),(149+0j),(113+0j),(90+0j),(289+0j),(60+0j),(478+0j),(173+0j),(646+0j),(191+0j),(142+0j),(21+0j),(132+0j),(698+0j),(65+0j),(105+0j),(171+0j),(592+0j),(36+0j),(201+0j),(93+0j),(247+0j),(113+0j),(547+0j),(135+0j),(677+0j),(71+0j),(117+0j),(422+0j),(385+0j),(153+0j),(40+0j),(451+0j),(337+0j),(101+0j),(111+0j),(158+0j),(189+0j),(398+0j),(255+0j),(449+0j),(379+0j),(129+0j),(43+0j)
36,(0.11097653660851571+0j),(-0.1155379875888469+0.0255498055777936j),(-0.25656739829462616+0.08787932674214183j),(-0.08835839218511243+0.05746402686800917j),(-0.1155379875888469-0.0255498055777936j),(0.12616918466771804+0j),(0.2873452494280617-0.03242265012391521j),(0.10521994910546437-0.039483465744135665j),(-0.25656739829462616-0.08787932674214183j),(0.2873452494280617+0.03242265012391521j),(0.6627491556686557+0j),(0.24978057200747475-0.06288284050915594j),(-0.08835839218511243-0.05746402686800917j),(0.10521994910546437+0.039483465744135665j),(0.24978057200747475+0.06288284050915594j),(0.10010512305511028+0j),(161+0j),(147+0j),(577+0j),(115+0j),(181+0j),(196+0j),(594+0j),(29+0j),(331+0j),(142+0j),(440+0j),(87+0j),(150+0j),(135+0j),(624+0j),(91+0j),(49+0j),(238+0j),(590+0j),(123+0j),(336+0j),(41+0j),(291+0j),(332+0j),(283+0j),(189+0j),(327+0j),(201+0j),(58+0j),(205+0j),(597+0j),(140+0j),(132+0j),(147+0j),(387+0j),(334+0j),(189+0j),(184+0j),(400+0j),(227+0j),(423+0j),(68+0j),(132+0j),(377+0j),(112+0j),(152+0j),(452+0j),(284+0j),(137+0j),(148+0j),(606+0j),(109+0j),(190+0j),(202+0j),(576+0j),(32+0j),(308+0j),(140+0j),(457+0j),(95+0j),(136+0j),(128+0j),(631+0j),(105+0j)
37,(0.39647384499475846+0j),(0.10187838044623185+0.363526834317197j),(-0.17239881461955175-0.056947883674962j),(-0.22749375800604266+0.10969753365415832j),(0.10187838044623185-0.363526834317197j),(0.35949651022481516+0j),(-0.09651530959934797+0.14343906383229205j),(0.042124598445172454+0.23677701297983966j),(-0.17239881461955175+0.056947883674962j),(-0.09651530959934797-0.14343906383229205j),(0.08314397823069357+0j),(0.08316465825900216-0.08037607836853564j),(-0.22749375800604266-0.10969753365415832j),(0.042124598445172454-0.23677701297983966j),(0.08316465825900216+0.08037607836853564j),(0.1608856665497327+0j),(403+0j),(327+0j),(101+0j),(169+0j),(111+0j),(299+0j),(374+0j),(216+0j),(314+0j),(55+0j),(218+0j),(413+0j),(426+0j),(335+0j),(94+0j),(145+0j),(505+0j),(247+0j),(194+0j),(54+0j),(169+0j),(236+0j),(525+0j),(70+0j),(142+0j),(197+0j),(536+0j),(125+0j),(489+0j),(253+0j),(214+0j),(44+0j),(65+0j),(689+0j),(196+0j),(50+0j),(81+0j),(275+0j),(197+0j),(447+0j),(126+0j),(226+0j),(154+0j),(494+0j),(108+0j),(669+0j),(164+0j),(59+0j),(407+0j),(338+0j),(107+0j),(148+0j),(124+0j),(276+0j),(385+0j),(215+0j),(309+0j),(49+0j),(197+0j),(445+0j),(413+0j),(365+0j),(95+0j),(127+0j)
